-1.062865299999999991e+01,1.023812038006080805e+01
-1.062831735059011784e+01,1.023773253053570365e+01
-1.062798170118023577e+01,1.023734593414557104e+01
-1.062764605177035548e+01,1.023696058830451427e+01
-1.062731040236047164e+01,1.023657649042663031e+01
-1.062697475295058958e+01,1.023619363792602499e+01
-1.062663910354070751e+01,1.023581202821678637e+01
-1.062630345413082722e+01,1.023543165871302918e+01
-1.062596780472094515e+01,1.023505252682883793e+01
-1.062563215531106131e+01,1.023467462997832733e+01
-1.062529650590117924e+01,1.023429796557559079e+01
-1.062496085649129896e+01,1.023392253103473060e+01
-1.062462520708141689e+01,1.023354832376984369e+01
-1.062428955767153482e+01,1.023317534119503058e+01
-1.062395390826165098e+01,1.023280358072439356e+01
-1.062361825885177069e+01,1.023243303977203311e+01
-1.062328260944188862e+01,1.023206371575204798e+01
-1.062294696003200656e+01,1.023169560607853690e+01
-1.062261131062212449e+01,1.023132870816560391e+01
-1.062227566121224243e+01,1.023096301942734598e+01
-1.062194001180236036e+01,1.023059853727786361e+01
-1.062160436239247829e+01,1.023023525913126086e+01
-1.062126871298259623e+01,1.022987318240163290e+01
-1.062093306357271416e+01,1.022951230450307847e+01
-1.062059741416283387e+01,1.022915262284970517e+01
-1.062026176475295003e+01,1.022879413485560818e+01
-1.061992611534306796e+01,1.022843683793488445e+01
-1.061959046593318590e+01,1.022808072950164160e+01
-1.061925481652330561e+01,1.022772580696997835e+01
-1.061891916711342354e+01,1.022737206775398811e+01
-1.061858351770354147e+01,1.022701950926777492e+01
-1.061824786829365763e+01,1.022666812892544286e+01
-1.061791221888377734e+01,1.022631792414109064e+01
-1.061757656947389528e+01,1.022596889232881523e+01
-1.061724092006401321e+01,1.022562103090271535e+01
-1.061690527065413114e+01,1.022527433727689683e+01
-1.061656962124424730e+01,1.022492880886545308e+01
-1.061623397183436701e+01,1.022458444308249526e+01
-1.061589832242448495e+01,1.022424123734211143e+01
-1.061556267301460288e+01,1.022389918905840744e+01
-1.061522702360472081e+01,1.022355829564548202e+01
-1.061489137419483875e+01,1.022321855451743566e+01
-1.061455572478495668e+01,1.022287996308837421e+01
-1.061422007537507461e+01,1.022254251877238396e+01
-1.061388442596519255e+01,1.022220621898357962e+01
-1.061354877655531226e+01,1.022187106113605459e+01
-1.061321312714543019e+01,1.022153704264390939e+01
-1.061287747773554635e+01,1.022120416092124096e+01
-1.061254182832566428e+01,1.022087241338215691e+01
-1.061220617891578399e+01,1.022054179744075419e+01
-1.061187052950590193e+01,1.022021231051112977e+01
-1.061153488009601986e+01,1.021988395000738592e+01
-1.061119923068613602e+01,1.021955671334362492e+01
-1.061086358127625395e+01,1.021923059793394550e+01
-1.061052793186637366e+01,1.021890560119245173e+01
-1.061019228245649160e+01,1.021858172053323344e+01
-1.060985663304660953e+01,1.021825895337039647e+01
-1.060952098363672746e+01,1.021793729711804133e+01
-1.060918533422684540e+01,1.021761674919027385e+01
-1.060884968481696333e+01,1.021729730700118388e+01
-1.060851403540708127e+01,1.021697896796487193e+01
-1.060817838599719920e+01,1.021666172949545093e+01
-1.060784273658731891e+01,1.021634558900700718e+01
-1.060750708717743507e+01,1.021603054391364829e+01
-1.060717143776755300e+01,1.021571659162947121e+01
-1.060683578835767094e+01,1.021540372956857823e+01
-1.060650013894779065e+01,1.021509195514506807e+01
-1.060616448953790858e+01,1.021478126577304479e+01
-1.060582884012802474e+01,1.021447165886660002e+01
-1.060549319071814267e+01,1.021416313183984137e+01
-1.060515754130826060e+01,1.021385568210686223e+01
-1.060482189189838031e+01,1.021354930708177200e+01
-1.060448624248849825e+01,1.021324400417866762e+01
-1.060415059307861618e+01,1.021293977081164250e+01
-1.060381494366873234e+01,1.021263660439480070e+01
-1.060347929425885205e+01,1.021233450234224982e+01
-1.060314364484896998e+01,1.021203346206807794e+01
-1.060280799543908792e+01,1.021173348098639622e+01
-1.060247234602920585e+01,1.021143455651129450e+01
-1.060213669661932379e+01,1.021113668605688218e+01
-1.060180104720944172e+01,1.021083986703725266e+01
-1.060146539779955965e+01,1.021054409686650821e+01
-1.060112974838967759e+01,1.021024937295874935e+01
-1.060079409897979730e+01,1.020995569272807835e+01
-1.060045844956991523e+01,1.020966305358859039e+01
-1.060012280016003139e+01,1.020937145295439308e+01
-1.059978715075014932e+01,1.020908088823957627e+01
-1.059945150134026903e+01,1.020879135685824934e+01
-1.059911585193038697e+01,1.020850285622451104e+01
-1.059878020252050490e+01,1.020821538375245474e+01
-1.059844455311062106e+01,1.020792893685618807e+01
-1.059810890370073899e+01,1.020764351294980798e+01
-1.059777325429085870e+01,1.020735910944741676e+01
-1.059743760488097664e+01,1.020707572376310779e+01
-1.059710195547109457e+01,1.020679335331099047e+01
-1.059676630606121250e+01,1.020651199550515997e+01
-1.059643065665133044e+01,1.020623164775971858e+01
-1.059609500724144837e+01,1.020595230748876325e+01
-1.059575935783156631e+01,1.020567397210639449e+01
-1.059542370842168424e+01,1.020539663902671812e+01
-1.059508805901180395e+01,1.020512030566382577e+01
-1.059475240960192011e+01,1.020484496943182506e+01
-1.059441676019203804e+01,1.020457062774480939e+01
-1.059408111078215597e+01,1.020429727801688813e+01
-1.059374546137227568e+01,1.020402491766215292e+01
-1.059340981196239362e+01,1.020375354409470425e+01
-1.059307416255250978e+01,1.020348315472864975e+01
-1.059273851314262771e+01,1.020321374697808281e+01
-1.059240286373274564e+01,1.020294531825710216e+01
-1.059206721432286535e+01,1.020267786597981541e+01
-1.059173156491298329e+01,1.020241138756031596e+01
-1.059139591550310122e+01,1.020214588041271142e+01
-1.059106026609321738e+01,1.020188134195109164e+01
-1.059072461668333709e+01,1.020161776958956423e+01
-1.059038896727345502e+01,1.020135516074222615e+01
-1.059005331786357296e+01,1.020109351282317789e+01
-1.058971766845369089e+01,1.020083282324652174e+01
-1.058938201904380882e+01,1.020057308942635643e+01
-1.058904636963392676e+01,1.020031430877678424e+01
-1.058871072022404469e+01,1.020005647871190035e+01
-1.058837507081416263e+01,1.019979959664580882e+01
-1.058803942140428234e+01,1.019954365999261192e+01
-1.058770377199439849e+01,1.019928866616640306e+01
-1.058736812258451643e+01,1.019903461258128807e+01
-1.058703247317463436e+01,1.019878149665136391e+01
-1.058669682376475230e+01,1.019852931579073108e+01
-1.058636117435487201e+01,1.019827806741349185e+01
-1.058602552494498994e+01,1.019802774893374675e+01
-1.058568987553510610e+01,1.019777835776559094e+01
-1.058535422612522403e+01,1.019752989132312671e+01
-1.058501857671534374e+01,1.019728234702045988e+01
-1.058468292730546167e+01,1.019703572227168209e+01
-1.058434727789557961e+01,1.019679001449090094e+01
-1.058401162848569577e+01,1.019654522109221340e+01
-1.058367597907581548e+01,1.019630133948971817e+01
-1.058334032966593341e+01,1.019605836709751756e+01
-1.058300468025605134e+01,1.019581630132970673e+01
-1.058266903084616928e+01,1.019557513960039152e+01
-1.058233338143628899e+01,1.019533487932367599e+01
-1.058199773202640515e+01,1.019509551791364821e+01
-1.058166208261652308e+01,1.019485705278441579e+01
-1.058132643320664101e+01,1.019461948135008100e+01
-1.058099078379675895e+01,1.019438280102473726e+01
-1.058065513438687866e+01,1.019414700922249040e+01
-1.058031948497699481e+01,1.019391210335743914e+01
-1.057998383556711275e+01,1.019367808084368043e+01
-1.057964818615723068e+01,1.019344493909531835e+01
-1.057931253674735039e+01,1.019321267552645693e+01
-1.057897688733746833e+01,1.019298128755118604e+01
-1.057864123792758448e+01,1.019275077258361151e+01
-1.057830558851770242e+01,1.019252112803783206e+01
-1.057796993910782213e+01,1.019229235132794820e+01
