1.050000000000000000e+01,-7.239297962005588261e+01,-3.023373796530170132e+00
1.050025000000000119e+01,-7.241702899162856966e+01,-3.123090047107409895e+00
1.050050000000000061e+01,-7.241565089800587884e+01,3.067801226957690197e+00
1.050075000000000003e+01,-7.243253475060146229e+01,2.969079013495400154e+00
1.050100000000000122e+01,-7.240292880505131734e+01,2.871041296006910049e+00
1.050125000000000064e+01,-7.240247882533269319e+01,2.782594826465059956e+00
1.050150000000000006e+01,-7.242597920577941295e+01,2.685778901031889987e+00
1.050175000000000125e+01,-7.239861354381311287e+01,2.593700052562899927e+00
1.050200000000000067e+01,-7.240897138836633928e+01,2.495653273300920016e+00
1.050225000000000009e+01,-7.241132009776278267e+01,2.403076307689830049e+00
1.050250000000000128e+01,-7.240554151706174935e+01,2.307198910746170117e+00
1.050275000000000070e+01,-7.240009971610116679e+01,2.211000277179040019e+00
1.050300000000000011e+01,-7.238170717524499764e+01,2.116506200336940147e+00
1.050325000000000131e+01,-7.240399379769814914e+01,2.021153109410439797e+00
1.050350000000000072e+01,-7.239069685591050529e+01,1.926896632192190095e+00
1.050375000000000014e+01,-7.239996714037525294e+01,1.832616035858140036e+00
1.050400000000000134e+01,-7.238719814671240727e+01,1.740808833089859897e+00
1.050425000000000075e+01,-7.237448693492176233e+01,1.643368629940090031e+00
1.050450000000000017e+01,-7.235162826207610465e+01,1.545492680698340004e+00
1.050475000000000136e+01,-7.237757070438486551e+01,1.453080900101830109e+00
1.050500000000000078e+01,-7.239094317340399698e+01,1.359084937429420048e+00
1.050525000000000020e+01,-7.235862399154632385e+01,1.260673823441730068e+00
1.050550000000000139e+01,-7.237073073864841888e+01,1.169021953470789965e+00
1.050575000000000081e+01,-7.240544712671949412e+01,1.070627130633390101e+00
1.050600000000000023e+01,-7.236431608039512753e+01,9.782490786038620101e-01
1.050625000000000142e+01,-7.235527479290075803e+01,8.832610254209399825e-01
1.050650000000000084e+01,-7.235577860550944251e+01,7.864753086020429551e-01
1.050675000000000026e+01,-7.235321322343045836e+01,6.924311737813659828e-01
1.050700000000000145e+01,-7.236197019806512287e+01,5.985883533146589830e-01
1.050725000000000087e+01,-7.234390654248767305e+01,5.025248227202989693e-01
